Course,Institution,Link,GoogleMaps
"Música, variante de Produção e Tecnologias da Música",Instituto Politécnico do Porto - Escola Superior de Música e Artes do Espectáculo,detcursopi.asp?codc=9840&code=3132,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15432+-8.603181
Negócios e Comércio Internacional,Instituto Politécnico da Maia - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=L166&code=4582,http://maps.google.pt/maps?z=20&t=k&q=loc:41.26783+-8.6172
Negócios Globais,Instituto Português de Administração de Marketing do Porto,detcursopi.asp?codc=L314&code=4155,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17588+-8.64978
Negócios Internacionais,Universidade do Minho,detcursopi.asp?codc=9785&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Negócios Internacionais,Instituto Politécnico de Santarém - Escola Superior de Gestão e Tecnologia de Santarém,detcursopi.asp?codc=9785&code=3143,http://maps.google.pt/maps?z=20&t=k&q=loc:39.22521+-8.690559
Ótica e Optometria,ISEC Lisboa - Instituto Superior de Educação e Ciências,detcursopi.asp?codc=L036&code=4298,http://maps.google.pt/maps?z=20&t=k&q=loc:38.76894+-9.15895
Optometria e Ciências da Visão,Universidade da Beira Interior,detcursopi.asp?codc=8184&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Optometria e Ciências da Visão,Universidade do Minho,detcursopi.asp?codc=8184&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Organização e Gestão Empresariais,Instituto Politécnico de Viana do Castelo - Escola Superior de Ciências Empresariais,detcursopi.asp?codc=8516&code=3164,http://maps.google.pt/maps?z=20&t=k&q=loc:42.02595+-8.641592
Ortoprotesia,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,detcursopi.asp?codc=8152&code=7220,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77607+-9.097442
Ortóptica,Instituto Politécnico do Porto - Escola Superior de Saúde,detcursopi.asp?codc=8143&code=7230,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17779+-8.60693
Ortóptica e Ciências da Visão,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,detcursopi.asp?codc=L161&code=7220,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77607+-9.097442
Osteopatia,Instituto Politécnico de Bragança - Escola Superior de Hotelaria e Bem-Estar,detcursopi.asp?codc=L136&code=3046,http://maps.google.pt/maps?z=20&t=k&q=loc:41.74203+-7.470944
Osteopatia,Instituto Politécnico do Porto - Escola Superior de Saúde,detcursopi.asp?codc=L136&code=7230,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17779+-8.60693
Osteopatia,Escola Superior de Saúde Atlântica,detcursopi.asp?codc=L136&code=4590,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74141+-9.284575
Osteopatia,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,detcursopi.asp?codc=L136&code=4091,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71442+-9.176041
Osteopatia,Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa,detcursopi.asp?codc=L136&code=4089,http://maps.google.pt/maps?z=20&t=k&q=loc:40.83691+-8.472358
Osteopatia,Instituto Politécnico Jean Piaget do Sul - Escola Superior de Saúde Jean Piaget do Algarve,detcursopi.asp?codc=L136&code=4603,http://maps.google.pt/maps?z=20&t=k&q=loc:37.1964+-8.4336
Osteopatia,Instituto Politécnico da Lusofonia - Escola Superior de Saúde Ribeiro Sanches,detcursopi.asp?codc=L136&code=4614,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74674+-9.100184
Osteopatia,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,detcursopi.asp?codc=L136&code=4108,http://maps.google.pt/maps?z=20&t=k&q=loc:41.40671+-8.515314
Património Cultural,Universidade de Évora - Escola de Ciências Sociais,detcursopi.asp?codc=9787&code=0604,http://maps.google.pt/maps?z=20&t=k&q=loc:38.57381+-7.906329
Património Cultural e Arqueologia,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,detcursopi.asp?codc=8509&code=0201,http://maps.google.pt/maps?z=20&t=k&q=loc:37.04408+-7.972222
Pilotagem,Escola Superior Náutica Infante D. Henrique,detcursopi.asp?codc=9789&code=7105,http://maps.google.pt/maps?z=20&t=k&q=loc:38.69206+-9.298875
Pintura,Universidade de Lisboa - Faculdade de Belas-Artes,detcursopi.asp?codc=9790&code=1502,http://maps.google.pt/maps?z=20&t=k&q=loc:38.70903+-9.156942
Planeamento e Gestão do Território,Universidade de Lisboa - Instituto de Geografia e Ordenamento do Território,detcursopi.asp?codc=8411&code=1514,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74934+-9.15258
Podologia,Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa,detcursopi.asp?codc=8249&code=4091,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71442+-9.176041
Podologia,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Saúde do Vale do Ave,detcursopi.asp?codc=8249&code=4108,http://maps.google.pt/maps?z=20&t=k&q=loc:41.40671+-8.515314
"Política, Economia e Sociedade",ISCTE - Instituto Universitário de Lisboa (Sintra),detcursopi.asp?codc=L274&code=6810,http://maps.google.pt/maps?z=20&t=k&q=loc:38.80215+-9.382696
Português,Universidade de Coimbra - Faculdade de Letras,detcursopi.asp?codc=8393&code=0505,http://maps.google.pt/maps?z=20&t=k&q=loc:40.20647+-8.428684
Produção Alimentar em Restauração,Escola Superior de Hotelaria e Turismo do Estoril,detcursopi.asp?codc=9217&code=7110,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71722+-9.391944
Produção Alimentar em Restauração (regime pós-laboral),Escola Superior de Hotelaria e Turismo do Estoril,detcursopi.asp?codc=8011&code=7110,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71722+-9.391944
Produção Digital em Comunicação de Marca,Instituto Politécnico da Maia - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=L232&code=4582,http://maps.google.pt/maps?z=20&t=k&q=loc:41.26783+-8.6172
Produção Multimédia em Educação,Instituto Politécnico de Santarém - Escola Superior de Educação de Santarém,detcursopi.asp?codc=L179&code=3142,http://maps.google.pt/maps?z=20&t=k&q=loc:39.22225+-8.688641
Programação e Produção Cultural,Instituto Politécnico de Leiria - Escola Superior de Artes e Design,detcursopi.asp?codc=L127&code=3103,http://maps.google.pt/maps?z=20&t=k&q=loc:39.39528+-9.135278
Proteção Civil,Instituto Superior de Ciências da Informação e da Administração,detcursopi.asp?codc=9218&code=4277,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63694+-8.6325
Proteção Civil e Gestão de Riscos,Universidade dos Açores - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=8524&code=0160,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74605+-25.66378
Proteção Civil e Gestão do Território,Universidade do Minho,detcursopi.asp?codc=L112&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Prótese Dentária,Universidade de Lisboa - Faculdade de Medicina Dentária,detcursopi.asp?codc=9791&code=1508,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74921+-9.15499
Prótese Dentária,Escola Superior de Saúde Egas Moniz,detcursopi.asp?codc=9791&code=4106,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6669+-9.200091
Prótese Dentária,Instituto Politécnico de Saúde do Norte - CESPU - Escola Superior de Tecnologias da Saúde do Tâmega e Sousa,detcursopi.asp?codc=9791&code=4109,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18351+-8.445928
Psicologia,ISCTE - Instituto Universitário de Lisboa,detcursopi.asp?codc=9219&code=6800,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74875+-9.153692
Psicologia,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=9219&code=0150,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74605+-25.66378
Psicologia,Universidade do Algarve - Faculdade de Ciências Humanas e Sociais,detcursopi.asp?codc=9219&code=0201,http://maps.google.pt/maps?z=20&t=k&q=loc:37.04408+-7.972222
Psicologia,Universidade de Aveiro,detcursopi.asp?codc=9219&code=0300,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394
Psicologia,Universidade da Beira Interior,detcursopi.asp?codc=9219&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Psicologia,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,detcursopi.asp?codc=9219&code=0507,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21036+-8.427611
Psicologia,Universidade de Évora - Escola de Ciências Sociais,detcursopi.asp?codc=9219&code=0604,http://maps.google.pt/maps?z=20&t=k&q=loc:38.57381+-7.906329
Psicologia,Universidade de Lisboa - Faculdade de Psicologia,detcursopi.asp?codc=9219&code=1511,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75282+-9.155494
Psicologia,Universidade da Madeira - Faculdade de Artes e Humanidades,detcursopi.asp?codc=9219&code=1306,http://maps.google.pt/maps?z=20&t=k&q=loc:32.65928+-16.9251
Psicologia,Universidade do Minho,detcursopi.asp?codc=9219&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Psicologia,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,detcursopi.asp?codc=9219&code=1109,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17554+-8.604519
Psicologia,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,detcursopi.asp?codc=9219&code=1202,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Psicologia,Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada,detcursopi.asp?codc=9219&code=4306,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6664+-9.1769
Psicologia,Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu,detcursopi.asp?codc=9219&code=4308,http://maps.google.pt/maps?z=20&t=k&q=loc:40.44123+-7.56216
Psicologia,Instituto Superior Manuel Teixeira Gomes,detcursopi.asp?codc=9219&code=4375,http://maps.google.pt/maps?z=20&t=k&q=loc:37.14078+-8.535942
Psicologia,Instituto Superior Miguel Torga,detcursopi.asp?codc=9219&code=4500,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21349+-8.41318
Psicologia,Instituto Universitário de Ciências da Saúde - CESPU,detcursopi.asp?codc=9219&code=4650,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18351+-8.445928
Psicologia,Instituto Universitário Egas Moniz,detcursopi.asp?codc=9219&code=4260,http://maps.google.pt/maps?z=20&t=k&q=loc:38.6669+-9.200091
Psicologia,"ISPA - Instituto Universitário de Ciências Psicológicas, Sociais e da Vida",detcursopi.asp?codc=9219&code=4450,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71216+-9.125942
Psicologia,Universidade Autónoma de Lisboa Luís de Camões,detcursopi.asp?codc=9219&code=2100,http://maps.google.pt/maps?z=20&t=k&q=loc:38.72433+-9.14589
Psicologia,Universidade Católica Portuguesa - Faculdade de Ciências Humanas,detcursopi.asp?codc=9219&code=2220,
Psicologia,Universidade Católica Portuguesa - Faculdade de Educação e Psicologia,detcursopi.asp?codc=9219&code=2289,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15398+-8.673013
Psicologia,Universidade Católica Portuguesa - Faculdade de Filosofia e Ciências Sociais,detcursopi.asp?codc=9219&code=2223,
Psicologia,Universidade Europeia,detcursopi.asp?codc=9219&code=4350,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77668+-9.193758
Psicologia,Universidade Fernando Pessoa,detcursopi.asp?codc=9219&code=2750,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17292+-8.611185
Psicologia,Universidade Lusíada - Centro Universitário Lusíada - Lisboa,detcursopi.asp?codc=9219&code=2410,http://maps.google.pt/maps?z=20&t=k&q=loc:38.69799+-9.192036
Psicologia,Universidade Lusíada - Centro Universitário Lusíada - Norte - Porto,detcursopi.asp?codc=9219&code=2440,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1687+-8.661802
Psicologia,Universidade da Maia,detcursopi.asp?codc=9219&code=4630,http://maps.google.pt/maps?z=20&t=k&q=loc:41.26779+-8.617047
Psicologia,Universidade Portucalense Infante D. Henrique,detcursopi.asp?codc=9219&code=2500,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18032+-8.605047
Publicidade e Marketing,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,detcursopi.asp?codc=9222&code=3113,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74665+-9.19476
Publicidade e Marketing (regime pós-laboral),Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,detcursopi.asp?codc=8439&code=3113,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74665+-9.19476
Publicidade e Relações Públicas,Instituto Politécnico de Viseu - Escola Superior de Educação de Viseu,detcursopi.asp?codc=9930&code=3181,http://maps.google.pt/maps?z=20&t=k&q=loc:40.66005+-7.913927
Qualidade Alimentar e Nutrição Humana,Instituto Politécnico de Santarém - Escola Superior Agrária de Santarém,detcursopi.asp?codc=L080&code=3141,http://maps.google.pt/maps?z=20&t=k&q=loc:39.24965+-8.697347
Química,Universidade de Aveiro,detcursopi.asp?codc=9223&code=0300,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63118+-8.657394
Química,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=9223&code=0501,http://maps.google.pt/maps?z=20&t=k&q=loc:40.18623+-8.412266
Química,Universidade de Lisboa - Faculdade de Ciências,detcursopi.asp?codc=9223&code=1503,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75676+-9.155387
Química,Universidade do Minho,detcursopi.asp?codc=9223&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Química,Universidade do Porto - Faculdade de Ciências,detcursopi.asp?codc=9223&code=1103,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15242+-8.637816
Química Aplicada,Universidade Nova de Lisboa - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=9224&code=0903,http://maps.google.pt/maps?z=20&t=k&q=loc:38.66165+-9.206682
Química Industrial,Universidade da Beira Interior,detcursopi.asp?codc=9225&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Química Medicinal,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,detcursopi.asp?codc=8408&code=0501,http://maps.google.pt/maps?z=20&t=k&q=loc:40.18623+-8.412266
Química Tecnológica,Universidade de Lisboa - Faculdade de Ciências,detcursopi.asp?codc=9226&code=1503,http://maps.google.pt/maps?z=20&t=k&q=loc:38.75676+-9.155387
Reabilitação Psicomotora,Universidade de Évora - Escola de Saúde e Desenvolvimento Humano,detcursopi.asp?codc=9841&code=0605,http://maps.google.pt/maps?z=20&t=k&q=loc:38.56832+-7.910306
Reabilitação Psicomotora,Universidade de Lisboa - Faculdade de Motricidade Humana,detcursopi.asp?codc=9841&code=1510,http://maps.google.pt/maps?z=20&t=k&q=loc:38.70524+-9.25235
Recursos Humanos,Instituto Politécnico do Porto - Instituto Superior de Contabilidade e Administração do Porto,detcursopi.asp?codc=9227&code=3134,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18986+-8.598206
Relações Empresariais,Instituto Superior de Administração e Gestão,detcursopi.asp?codc=8387&code=4200,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15463+-8.644514
Relações Humanas e Comunicação Organizacional,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,detcursopi.asp?codc=9797&code=3101,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73972+-8.811389
Relações Humanas e Comunicação Organizacional (regime pós-laboral),Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,detcursopi.asp?codc=L306&code=3101,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73972+-8.811389
Relações Internacionais,Universidade de Coimbra - Faculdade de Economia,detcursopi.asp?codc=9229&code=0503,http://maps.google.pt/maps?z=20&t=k&q=loc:40.2147+-8.408988
Relações Internacionais,Universidade de Évora - Escola de Ciências Sociais,detcursopi.asp?codc=9229&code=0604,http://maps.google.pt/maps?z=20&t=k&q=loc:38.57381+-7.906329
Relações Internacionais,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,detcursopi.asp?codc=9229&code=1516,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71306+-9.198223
Relações Internacionais,Universidade do Minho,detcursopi.asp?codc=9229&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Relações Internacionais,Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu,detcursopi.asp?codc=9229&code=4308,http://maps.google.pt/maps?z=20&t=k&q=loc:40.44123+-7.56216
Relações Internacionais,Universidade Autónoma de Lisboa Luís de Camões,detcursopi.asp?codc=9229&code=2100,http://maps.google.pt/maps?z=20&t=k&q=loc:38.72433+-9.14589
Relações Internacionais,Universidade Lusíada - Centro Universitário Lusíada - Lisboa,detcursopi.asp?codc=9229&code=2410,http://maps.google.pt/maps?z=20&t=k&q=loc:38.69799+-9.192036
Relações Internacionais,Universidade Lusíada - Centro Universitário Lusíada - Norte - Porto,detcursopi.asp?codc=9229&code=2440,http://maps.google.pt/maps?z=20&t=k&q=loc:41.1687+-8.661802
Relações Internacionais,Universidade Portucalense Infante D. Henrique,detcursopi.asp?codc=9229&code=2500,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18032+-8.605047
Relações Internacionais (regime pós-laboral),Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,detcursopi.asp?codc=8364&code=1516,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71306+-9.198223
Relações Lusófonas e Língua Portuguesa,Instituto Politécnico de Bragança - Escola Superior de Educação de Bragança,detcursopi.asp?codc=L088&code=3042,http://maps.google.pt/maps?z=20&t=k&q=loc:41.7977+-6.7672
Relações Públicas e Comunicação Empresarial,Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,detcursopi.asp?codc=9231&code=3113,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74665+-9.19476
Relações Públicas e Comunicação Empresarial (regime pós-laboral),Instituto Politécnico de Lisboa - Escola Superior de Comunicação Social,detcursopi.asp?codc=8438&code=3113,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74665+-9.19476
Relações Públicas e Gestão da Comunicação,Universidade da Maia,detcursopi.asp?codc=L262&code=4630,http://maps.google.pt/maps?z=20&t=k&q=loc:41.26779+-8.617047
Restauração e Catering,Instituto Politécnico da Guarda - Escola Superior de Turismo e Hotelaria,detcursopi.asp?codc=9484&code=3095,http://maps.google.pt/maps?z=20&t=k&q=loc:40.42886+-7.703182
Restauração e Tecnologia Alimentar,Instituto Politécnico de Bragança - Escola Superior de Hotelaria e Bem-Estar,detcursopi.asp?codc=L361&code=3046,http://maps.google.pt/maps?z=20&t=k&q=loc:41.74203+-7.470944
Saúde Ambiental,Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra,detcursopi.asp?codc=9861&code=7210,http://maps.google.pt/maps?z=20&t=k&q=loc:40.19915+-8.461344
Saúde Ambiental,Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa,detcursopi.asp?codc=9861&code=7220,http://maps.google.pt/maps?z=20&t=k&q=loc:38.77607+-9.097442
Saúde Ambiental,Instituto Politécnico do Porto - Escola Superior de Saúde,detcursopi.asp?codc=9861&code=7230,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17779+-8.60693
Saúde e Bem-Estar Marinho,Escola Universitária Vasco da Gama,detcursopi.asp?codc=L327&code=4126,http://maps.google.pt/maps?z=20&t=k&q=loc:40.23515+-8.415624
Saúde Digital,Instituto Politécnico do Porto - Escola Superior de Saúde,detcursopi.asp?codc=L304&code=7230,http://maps.google.pt/maps?z=20&t=k&q=loc:41.17779+-8.60693
Saúde Digital e Inovação Biomédica,Universidade do Porto - Faculdade de Medicina,detcursopi.asp?codc=L307&code=1108,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18273+-8.600299
Saúde Pública,Instituto Universitário de Ciências da Saúde - CESPU,detcursopi.asp?codc=L326&code=4650,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18351+-8.445928
Secretariado,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,detcursopi.asp?codc=9485&code=3052,http://maps.google.pt/maps?z=20&t=k&q=loc:39.8191+-7.495828
Secretariado de Administração,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,detcursopi.asp?codc=L116&code=3186,http://maps.google.pt/maps?z=20&t=k&q=loc:41.09662+-7.808191
Secretariado e Comunicação Empresarial,Universidade de Aveiro - Escola Superior de Tecnologia e Gestão de Águeda,detcursopi.asp?codc=9235&code=3012,http://maps.google.pt/maps?z=20&t=k&q=loc:40.57429+-8.444219
Segurança Informática em Redes de Computadores,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=8398&code=3138,http://maps.google.pt/maps?z=20&t=k&q=loc:41.36677+-8.194765
Segurança e Justiça,Universidade Lusíada - Centro Universitário Lusíada - Lisboa,detcursopi.asp?codc=L349&code=2410,http://maps.google.pt/maps?z=20&t=k&q=loc:38.69799+-9.192036
Segurança e Saúde no Trabalho,Instituto Superior de Ciências da Informação e da Administração,detcursopi.asp?codc=L264&code=4277,http://maps.google.pt/maps?z=20&t=k&q=loc:40.63694+-8.6325
Segurança do Trabalho e Ambiente,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=L091&code=3138,http://maps.google.pt/maps?z=20&t=k&q=loc:41.36677+-8.194765
Serviço Social,ISCTE - Instituto Universitário de Lisboa,detcursopi.asp?codc=9238&code=6800,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74875+-9.153692
Serviço Social,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=9238&code=0150,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74605+-25.66378
Serviço Social,Universidade de Coimbra - Faculdade de Psicologia e de Ciências da Educação,detcursopi.asp?codc=9238&code=0507,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21036+-8.427611
Serviço Social,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,detcursopi.asp?codc=9238&code=1516,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71306+-9.198223
Serviço Social,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,detcursopi.asp?codc=9238&code=1202,http://maps.google.pt/maps?z=20&t=k&q=loc:41.28739+-7.738986
Serviço Social,Instituto Politécnico de Beja - Escola Superior de Educação,detcursopi.asp?codc=9238&code=3022,http://maps.google.pt/maps?z=20&t=k&q=loc:38.01385+-7.874671
Serviço Social,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,detcursopi.asp?codc=9238&code=3052,http://maps.google.pt/maps?z=20&t=k&q=loc:39.8191+-7.495828
Serviço Social,Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,detcursopi.asp?codc=9238&code=3101,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73972+-8.811389
Serviço Social,Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,detcursopi.asp?codc=9238&code=3121,http://maps.google.pt/maps?z=20&t=k&q=loc:39.28958+-7.429967
Serviço Social,Instituto Politécnico de Viseu - Escola Superior de Tecnologia e Gestão de Lamego,detcursopi.asp?codc=9238&code=3186,http://maps.google.pt/maps?z=20&t=k&q=loc:41.09662+-7.808191
Serviço Social,Instituto Superior Miguel Torga,detcursopi.asp?codc=9238&code=4500,http://maps.google.pt/maps?z=20&t=k&q=loc:40.21349+-8.41318
Serviço Social,Instituto Superior de Serviço Social do Porto,detcursopi.asp?codc=9238&code=4520,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18272+-8.652955
Serviço Social,Universidade Católica Portuguesa - Faculdade de Ciências Humanas,detcursopi.asp?codc=9238&code=2220,
Serviço Social,Universidade Católica Portuguesa - Faculdade de Filosofia e Ciências Sociais,detcursopi.asp?codc=9238&code=2223,
Serviço Social,Universidade Lusíada - Centro Universitário Lusíada - Lisboa,detcursopi.asp?codc=9238&code=2410,http://maps.google.pt/maps?z=20&t=k&q=loc:38.69799+-9.192036
Serviço Social (regime pós-laboral),ISCTE - Instituto Universitário de Lisboa,detcursopi.asp?codc=8014&code=6800,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74875+-9.153692
Serviço Social (regime pós-laboral),Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,detcursopi.asp?codc=8014&code=1516,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71306+-9.198223
Serviço Social (regime pós-laboral),Instituto Politécnico de Leiria - Escola Superior de Educação e Ciências Sociais,detcursopi.asp?codc=8014&code=3101,http://maps.google.pt/maps?z=20&t=k&q=loc:39.73972+-8.811389
Serviço Social (regime pós-laboral),Instituto Politécnico de Portalegre - Escola Superior de Educação e Ciências Sociais,detcursopi.asp?codc=8014&code=3121,http://maps.google.pt/maps?z=20&t=k&q=loc:39.28958+-7.429967
Sistemas de Informação para Gestão,Instituto Politécnico do Porto - Escola Superior de Tecnologia e Gestão,detcursopi.asp?codc=8288&code=3138,http://maps.google.pt/maps?z=20&t=k&q=loc:41.36677+-8.194765
Sistemas de Informação para Gestão,Universidade Portucalense Infante D. Henrique,detcursopi.asp?codc=8288&code=2500,http://maps.google.pt/maps?z=20&t=k&q=loc:41.18032+-8.605047
Sistemas e Tecnologias de Informação,Universidade Nova de Lisboa - Instituto Superior de Estatística e Gestão de Informação,detcursopi.asp?codc=8259&code=0906,http://maps.google.pt/maps?z=20&t=k&q=loc:38.73236+-9.160044
Sociologia,ISCTE - Instituto Universitário de Lisboa,detcursopi.asp?codc=9240&code=6800,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74875+-9.153692
Sociologia,Universidade dos Açores - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=9240&code=0150,http://maps.google.pt/maps?z=20&t=k&q=loc:37.74605+-25.66378
Sociologia,Universidade do Algarve - Faculdade de Economia,detcursopi.asp?codc=9240&code=0204,http://maps.google.pt/maps?z=20&t=k&q=loc:37.04408+-7.972222
Sociologia,Universidade da Beira Interior,detcursopi.asp?codc=9240&code=0400,http://maps.google.pt/maps?z=20&t=k&q=loc:40.27736+-7.508574
Sociologia,Universidade de Coimbra - Faculdade de Economia,detcursopi.asp?codc=9240&code=0503,http://maps.google.pt/maps?z=20&t=k&q=loc:40.2147+-8.408988
Sociologia,Universidade de Évora - Escola de Ciências Sociais,detcursopi.asp?codc=9240&code=0604,http://maps.google.pt/maps?z=20&t=k&q=loc:38.57381+-7.906329
Sociologia,Universidade de Lisboa - Instituto Superior de Ciências Sociais e Políticas,detcursopi.asp?codc=9240&code=1516,http://maps.google.pt/maps?z=20&t=k&q=loc:38.71306+-9.198223
Sociologia,Universidade do Minho,detcursopi.asp?codc=9240&code=1000,http://maps.google.pt/maps?z=20&t=k&q=loc:41.33284+-8.253481
Sociologia,Universidade Nova de Lisboa - Faculdade de Ciências Sociais e Humanas,detcursopi.asp?codc=9240&code=0902,http://maps.google.pt/maps?z=20&t=k&q=loc:38.74025+-9.151129
Sociologia,Universidade do Porto - Faculdade de Letras,detcursopi.asp?codc=9240&code=1107,http://maps.google.pt/maps?z=20&t=k&q=loc:41.15155+-8.63262
